2014-03-02,66
2014-03-09,64
2014-03-16,64
2014-03-23,66
2014-03-30,64
2014-04-06,65
2014-04-13,62
2014-04-20,64
2014-04-27,64
2014-05-04,63
2014-05-11,61
2014-05-18,60
2014-05-25,61
2014-06-01,57
2014-06-08,56
2014-06-15,59
2014-06-22,57
2014-06-29,53
2014-07-06,57
2014-07-13,55
2014-07-20,56
2014-07-27,54
2014-08-03,55
2014-08-10,52
2014-08-17,50
2014-08-24,49
2014-08-31,52
2014-09-07,50
2014-09-14,50
2014-09-21,50
2014-09-28,52
2014-10-05,49
2014-10-12,48
2014-10-19,48
2014-10-26,48
2014-11-02,48
2014-11-09,46
2014-11-16,43
2014-11-23,36
2014-11-30,48
2014-12-07,44
2014-12-14,39
2014-12-21,38
2014-12-28,61
2015-01-04,75
2015-01-11,65
2015-01-18,59
2015-01-25,56
2015-02-01,55
2015-02-08,51
2015-02-15,52
2015-02-22,54
2015-03-01,57
2015-03-08,57
2015-03-15,56
2015-03-22,58
2015-03-29,54
2015-04-05,58
2015-04-12,58
2015-04-19,59
2015-04-26,57
2015-05-03,55
2015-05-10,55
2015-05-17,54
2015-05-24,56
2015-05-31,56
2015-06-07,57
2015-06-14,54
2015-06-21,55
2015-06-28,52
2015-07-05,56
2015-07-12,54
2015-07-19,56
2015-07-26,54
2015-08-02,55
2015-08-09,53
2015-08-16,52
2015-08-23,48
2015-08-30,48
2015-09-06,49
2015-09-13,50
2015-09-20,48
2015-09-27,47
2015-10-04,46
2015-10-11,48
2015-10-18,47
2015-10-25,46
2015-11-01,47
2015-11-08,43
2015-11-15,42
2015-11-22,36
2015-11-29,42
2015-12-06,43
2015-12-13,38
2015-12-20,37
2015-12-27,56
2016-01-03,75
2016-01-10,61
2016-01-17,59
2016-01-24,61
2016-01-31,58
2016-02-07,53
2016-02-14,54
2016-02-21,59
2016-02-28,57
2016-03-06,59
2016-03-13,56
2016-03-20,55
2016-03-27,57
2016-04-03,60
2016-04-10,57
2016-04-17,57
2016-04-24,56
2016-05-01,55
2016-05-08,54
2016-05-15,56
2016-05-22,54
2016-05-29,54
2016-06-05,56
2016-06-12,51
2016-06-19,52
2016-06-26,51
2016-07-03,52
2016-07-10,51
2016-07-17,51
2016-07-24,50
2016-07-31,52
2016-08-07,54
2016-08-14,51
2016-08-21,49
2016-08-28,49
2016-09-04,48
2016-09-11,48
2016-09-18,48
2016-09-25,46
2016-10-02,45
2016-10-09,44
2016-10-16,47
2016-10-23,43
2016-10-30,43
2016-11-06,40
2016-11-13,44
2016-11-20,34
2016-11-27,45
2016-12-04,42
2016-12-11,39
2016-12-18,36
2016-12-25,50
2017-01-01,73
2017-01-08,66
2017-01-15,62
2017-01-22,62
2017-01-29,68
2017-02-05,73
2017-02-12,64
2017-02-19,68
2017-02-26,63
2017-03-05,63
2017-03-12,62
2017-03-19,63
2017-03-26,62
2017-04-02,60
2017-04-09,58
2017-04-16,64
2017-04-23,62
2017-04-30,61
2017-05-07,60
2017-05-14,59
2017-05-21,58
2017-05-28,60
2017-06-04,61
2017-06-11,57
2017-06-18,61
2017-06-25,61
2017-07-02,63
2017-07-09,65
2017-07-16,63
2017-07-23,63
2017-07-30,62
2017-08-06,60
2017-08-13,56
2017-08-20,51
2017-08-27,51
2017-09-03,50
2017-09-10,49
2017-09-17,52
2017-09-24,52
2017-10-01,51
2017-10-08,53
2017-10-15,53
2017-10-22,53
2017-10-29,49
2017-11-05,52
2017-11-12,51
2017-11-19,42
2017-11-26,50
2017-12-03,47
2017-12-10,46
2017-12-17,43
2017-12-24,55
2017-12-31,82
2018-01-07,79
2018-01-14,70
2018-01-21,73
2018-01-28,73
2018-02-04,70
2018-02-11,65
2018-02-18,68
2018-02-25,70
2018-03-04,68
2018-03-11,67
2018-03-18,75
2018-03-25,78
2018-04-01,78
2018-04-08,76
2018-04-15,72
2018-04-22,74
2018-04-29,75
2018-05-06,74
2018-05-13,70
2018-05-20,69
2018-05-27,69
2018-06-03,70
2018-06-10,70
2018-06-17,69
2018-06-24,70
2018-07-01,69
2018-07-08,75
2018-07-15,71
2018-07-22,75
2018-07-29,73
2018-08-05,71
2018-08-12,70
2018-08-19,64
2018-08-26,64
2018-09-02,61
2018-09-09,58
2018-09-16,61
2018-09-23,59
2018-09-30,59
2018-10-07,55
2018-10-14,57
2018-10-21,54
2018-10-28,53
2018-11-04,54
2018-11-11,50
2018-11-18,43
2018-11-25,52
2018-12-02,51
2018-12-09,49
2018-12-16,46
2018-12-23,59
2018-12-30,100
2019-01-06,91
2019-01-13,81
2019-01-20,73
2019-01-27,74
2019-02-03,70
2019-02-10,65
2019-02-17,68
2019-02-24,70
