		-2.22310187e-01,   4.19442950e-01,  -4.63148758e-01,
        -5.93015506e-02,   1.16908696e+00,  -1.35168648e+00,
         9.87339613e-01,   4.74996639e-02,   9.75370083e-01,
        -2.65288333e+00,   2.24548929e+00,  -2.07421460e+00,
         1.27343279e+00,  -9.60989618e-01,   8.36560040e-01,
         8.00696234e-01,   7.01026907e-01,  -2.12680319e+00,
        -5.01982774e-01,   1.79134948e+00,  -5.70091164e-01,
        -9.92334996e-01,   4.35800952e-01,  -2.24780616e-01,
         1.49291971e+00,  -1.07332391e+00,   6.42380204e-01,
        -7.76895658e-01,   8.06729305e-01,   1.84394691e+00,
        -1.80618099e+00,  -3.48301937e-01,  -1.23023194e+00,
         2.58193724e+00,  -8.38453337e-01,   1.15903749e+00,
        -1.84671772e+00,  -5.93319207e-01,   6.49202876e-01,
         6.29697251e-01,  -1.04710694e+00,   1.12806145e+00,
        -5.58551695e-01,   1.99594146e+00,   2.75245618e-02,
        -1.15629319e+00,   4.31238600e-01,  -1.16671956e+00,
         2.56016801e-01,  -1.25281981e+00,   3.06748529e-01,
         1.11799993e+00,  -6.23888335e-01,   6.91138895e-01,
        -8.47913987e-01,  -1.27154920e+00,   1.37585993e+00,
         6.29439336e-01,  -1.09349754e+00,   2.52564920e+00,
        -1.44319136e+00,  -8.86282908e-01,   3.02701592e+00,
        -2.88722204e+00,   1.30345397e+00,  -5.26102070e-01,
         1.49124649e+00,  -9.43022413e-01,  -6.80271948e-01,
         9.49976125e-01,  -5.70431456e-01,   8.73997326e-01,
         2.39462343e-01,   1.56838471e-01,  -8.29331291e-01,
        -1.48466219e+00,   1.44817128e+00,  -9.45856286e-01,
         7.76895529e-01,   3.67990821e-01,   9.68854597e-02,
        -2.93858587e-01,  -1.40597804e-01,  -7.02228013e-01,
         5.64706470e-01,   4.54441175e-02,   1.97130541e+00,
        -2.45240077e+00,   4.77797518e-01,   9.92186118e-01,
        -1.18648915e+00,  -8.75515522e-01,  -5.42878119e-01,
         2.04011013e+00,  -6.84490379e-01,  -8.65201247e-01,
         1.48450120e+00,  -1.05462147e+00,  -2.14446833e-01,
        -9.66137280e-02,   4.59639577e-01,   7.07301924e-01,
         8.91569033e-01,  -2.07333617e+00,   1.85094679e+00,
        -1.62468032e+00,   8.56861888e-01,   1.07674448e-01,
